roi_name,mode,support_kind,support_id,y0,x0,height,width,n_pixels,holdout_auroc,holdout_accuracy,holdout_balanced_accuracy,repeated_cv_auroc_mean,repeated_cv_auroc_sd
upper_brow_forehead,combined,translated_rectangle,translated_029,10.0,7.0,8.0,24.0,192,0.902097902097902,0.7083333333333334,0.7167832167832169,0.72266391184573,0.1138260321998071
upper_brow_forehead,combined,translated_rectangle,translated_030,8.0,0.0,8.0,24.0,192,0.9230769230769232,0.8333333333333334,0.8321678321678322,0.7925179063360881,0.0910821457356851
upper_brow_forehead,combined,translated_rectangle,translated_031,19.0,8.0,8.0,24.0,192,0.965034965034965,0.8333333333333334,0.8251748251748252,0.6870110192837466,0.0947707659698019
upper_brow_forehead,combined,translated_rectangle,translated_032,13.0,7.0,8.0,24.0,192,0.944055944055944,0.875,0.8776223776223776,0.7439449035812673,0.0988529408236959
upper_brow_forehead,combined,translated_rectangle,translated_033,3.0,8.0,8.0,24.0,192,0.958041958041958,0.875,0.8776223776223776,0.8250275482093664,0.069776598285625
upper_brow_forehead,combined,translated_rectangle,translated_034,24.0,5.0,8.0,24.0,192,0.8671328671328671,0.8333333333333334,0.8321678321678322,0.6872038567493113,0.1019098232968995
upper_brow_forehead,combined,translated_rectangle,translated_035,7.0,8.0,8.0,24.0,192,0.951048951048951,0.8333333333333334,0.8391608391608392,0.7913140495867768,0.0879903288094065
upper_brow_forehead,combined,translated_rectangle,translated_036,16.0,2.0,8.0,24.0,192,0.972027972027972,0.9166666666666666,0.916083916083916,0.8034490358126721,0.0968830522726015
upper_brow_forehead,combined,translated_rectangle,translated_037,8.0,5.0,8.0,24.0,192,0.965034965034965,0.875,0.8706293706293706,0.8036887052341598,0.0890473564909259
upper_brow_forehead,combined,translated_rectangle,translated_038,15.0,8.0,8.0,24.0,192,0.965034965034965,0.875,0.8776223776223776,0.7631046831955922,0.1055739252715982
upper_brow_forehead,combined,translated_rectangle,translated_039,6.0,0.0,8.0,24.0,192,0.895104895104895,0.8333333333333334,0.8321678321678322,0.7598595041322314,0.0926249325616995
upper_brow_forehead,combined,translated_rectangle,translated_040,19.0,1.0,8.0,24.0,192,0.902097902097902,0.875,0.8776223776223776,0.6955757575757575,0.0881080780322442
upper_brow_forehead,combined,translated_rectangle,translated_041,6.0,7.0,8.0,24.0,192,0.979020979020979,0.875,0.8706293706293706,0.77868044077135,0.108286534030224
upper_brow_forehead,combined,translated_rectangle,translated_042,20.0,3.0,8.0,24.0,192,0.8881118881118881,0.8333333333333334,0.8321678321678322,0.6825674931129477,0.0963041332436273
upper_brow_forehead,combined,translated_rectangle,translated_043,8.0,1.0,8.0,24.0,192,0.9370629370629372,0.875,0.8706293706293706,0.8059035812672177,0.0845170000859809
upper_brow_forehead,combined,translated_rectangle,translated_044,23.0,7.0,8.0,24.0,192,0.8811188811188811,0.8333333333333334,0.8391608391608392,0.7022589531680441,0.0825774017785149
upper_brow_forehead,combined,translated_rectangle,translated_045,16.0,3.0,8.0,24.0,192,0.986013986013986,0.9166666666666666,0.9230769230769232,0.7892341597796144,0.1057594283895241
upper_brow_forehead,combined,translated_rectangle,translated_046,13.0,3.0,8.0,24.0,192,0.93006993006993,0.8333333333333334,0.8391608391608392,0.7659999999999999,0.098600310943938
upper_brow_forehead,combined,translated_rectangle,translated_047,20.0,0.0,8.0,24.0,192,0.7902097902097902,0.7083333333333334,0.7167832167832169,0.6606143250688706,0.0938598535208096
upper_brow_forehead,combined,translated_rectangle,translated_048,10.0,3.0,8.0,24.0,192,0.8461538461538461,0.75,0.7552447552447552,0.7533250688705233,0.093802001626894
upper_brow_forehead,combined,translated_rectangle,translated_049,9.0,7.0,8.0,24.0,192,0.9090909090909092,0.7916666666666666,0.7937062937062938,0.7398705234159779,0.1160751514521117
upper_brow_forehead,combined,translated_rectangle,translated_050,16.0,6.0,8.0,24.0,192,0.986013986013986,0.9583333333333334,0.9615384615384616,0.7785234159779613,0.1001040830137216
upper_brow_forehead,combined,translated_rectangle,translated_051,11.0,5.0,8.0,24.0,192,0.8951048951048951,0.75,0.7552447552447552,0.7457079889807161,0.1017208474499233
upper_brow_forehead,combined,translated_rectangle,translated_052,5.0,6.0,8.0,24.0,192,0.9370629370629372,0.9166666666666666,0.916083916083916,0.7742066115702478,0.0936205689228207
upper_brow_forehead,combined,translated_rectangle,translated_053,19.0,3.0,8.0,24.0,192,0.9370629370629372,0.875,0.8776223776223776,0.6849311294765841,0.0996560301284135
upper_brow_forehead,combined,translated_rectangle,translated_054,11.0,0.0,8.0,24.0,192,0.902097902097902,0.75,0.7482517482517483,0.7980826446280992,0.101880151322408
upper_brow_forehead,combined,translated_rectangle,translated_055,17.0,6.0,8.0,24.0,192,0.986013986013986,0.9166666666666666,0.916083916083916,0.769633608815427,0.1015525194339918
upper_brow_forehead,combined,translated_rectangle,translated_056,4.0,3.0,8.0,24.0,192,0.951048951048951,0.875,0.8706293706293706,0.8071460055096419,0.0851806860830025
upper_brow_forehead,combined,translated_rectangle,translated_057,9.0,3.0,8.0,24.0,192,0.8601398601398601,0.75,0.7552447552447552,0.7626776859504132,0.0960963819016652
upper_brow_forehead,combined,translated_rectangle,translated_058,5.0,0.0,8.0,24.0,192,0.888111888111888,0.8333333333333334,0.8321678321678322,0.7413719008264461,0.0952637382669235
upper_brow_forehead,combined,translated_rectangle,translated_059,3.0,4.0,8.0,24.0,192,0.9650349650349652,0.9583333333333334,0.9615384615384616,0.8173691460055096,0.0818884183491365
upper_brow_forehead,combined,translated_rectangle,translated_060,22.0,2.0,8.0,24.0,192,0.916083916083916,0.8333333333333334,0.8391608391608392,0.6708870523415978,0.1042227753781171
upper_brow_forehead,combined,translated_rectangle,translated_061,19.0,4.0,8.0,24.0,192,0.951048951048951,0.875,0.8706293706293706,0.662823691460055,0.1030446519750171
upper_brow_forehead,combined,translated_rectangle,translated_062,14.0,5.0,8.0,24.0,192,0.972027972027972,0.875,0.8776223776223776,0.7613553719008265,0.0987018612148774
upper_brow_forehead,combined,translated_rectangle,translated_063,20.0,2.0,8.0,24.0,192,0.8671328671328671,0.7916666666666666,0.7867132867132867,0.6839724517906335,0.0969223502142325
upper_brow_forehead,combined,translated_rectangle,translated_064,19.0,0.0,8.0,24.0,192,0.846153846153846,0.875,0.8776223776223776,0.6713856749311294,0.1029369873257061
upper_brow_forehead,combined,random_scattered_pixels,random_001,,,,,192,0.8251748251748252,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_002,,,,,192,0.951048951048951,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_003,,,,,192,0.8951048951048951,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_004,,,,,192,0.9370629370629372,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_005,,,,,192,0.9090909090909092,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,combined,random_scattered_pixels,random_006,,,,,192,0.965034965034965,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,combined,random_scattered_pixels,random_007,,,,,192,0.972027972027972,0.9166666666666666,0.9230769230769232,,
upper_brow_forehead,combined,random_scattered_pixels,random_008,,,,,192,0.8531468531468531,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_009,,,,,192,0.902097902097902,0.75,0.7482517482517483,,
upper_brow_forehead,combined,random_scattered_pixels,random_010,,,,,192,0.951048951048951,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_011,,,,,192,0.965034965034965,0.875,0.8706293706293706,,
upper_brow_forehead,combined,random_scattered_pixels,random_012,,,,,192,0.916083916083916,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_013,,,,,192,0.916083916083916,0.8333333333333334,0.8461538461538461,,
upper_brow_forehead,combined,random_scattered_pixels,random_014,,,,,192,0.8111888111888113,0.75,0.7622377622377623,,
upper_brow_forehead,combined,random_scattered_pixels,random_015,,,,,192,0.8671328671328671,0.75,0.7552447552447552,,
upper_brow_forehead,combined,random_scattered_pixels,random_016,,,,,192,0.9370629370629372,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_017,,,,,192,0.8951048951048951,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,combined,random_scattered_pixels,random_018,,,,,192,0.916083916083916,0.8333333333333334,0.8321678321678322,,
upper_brow_forehead,combined,random_scattered_pixels,random_019,,,,,192,0.9090909090909092,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_020,,,,,192,0.93006993006993,0.8333333333333334,0.8391608391608392,,
upper_brow_forehead,combined,random_scattered_pixels,random_021,,,,,192,0.8461538461538461,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,combined,random_scattered_pixels,random_022,,,,,192,0.9370629370629372,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_023,,,,,192,0.8671328671328671,0.75,0.7552447552447552,,
upper_brow_forehead,combined,random_scattered_pixels,random_024,,,,,192,0.937062937062937,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_025,,,,,192,0.8461538461538461,0.6666666666666666,0.6783216783216783,,
upper_brow_forehead,combined,random_scattered_pixels,random_026,,,,,192,0.9650349650349652,0.875,0.8706293706293706,,
upper_brow_forehead,combined,random_scattered_pixels,random_027,,,,,192,0.8531468531468531,0.75,0.7552447552447552,,
upper_brow_forehead,combined,random_scattered_pixels,random_028,,,,,192,0.8601398601398602,0.75,0.7552447552447552,,
upper_brow_forehead,combined,random_scattered_pixels,random_029,,,,,192,0.8881118881118881,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,combined,random_scattered_pixels,random_030,,,,,192,0.8111888111888111,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,combined,random_scattered_pixels,random_031,,,,,192,0.9230769230769232,0.875,0.8706293706293706,,
upper_brow_forehead,combined,random_scattered_pixels,random_032,,,,,192,0.93006993006993,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_033,,,,,192,0.8601398601398602,0.6666666666666666,0.6713286713286714,,
upper_brow_forehead,combined,random_scattered_pixels,random_034,,,,,192,0.8881118881118881,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_035,,,,,192,0.902097902097902,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,combined,random_scattered_pixels,random_036,,,,,192,0.8881118881118881,0.75,0.7482517482517483,,
upper_brow_forehead,combined,random_scattered_pixels,random_037,,,,,192,0.7972027972027972,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,combined,random_scattered_pixels,random_038,,,,,192,0.8741258741258742,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_039,,,,,192,0.958041958041958,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_040,,,,,192,0.9090909090909092,0.8333333333333334,0.8391608391608392,,
upper_brow_forehead,combined,random_scattered_pixels,random_041,,,,,192,0.8951048951048951,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,combined,random_scattered_pixels,random_042,,,,,192,0.9090909090909092,0.75,0.7622377622377623,,
upper_brow_forehead,combined,random_scattered_pixels,random_043,,,,,192,1.0,0.9583333333333334,0.9545454545454546,,
upper_brow_forehead,combined,random_scattered_pixels,random_044,,,,,192,0.972027972027972,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_045,,,,,192,0.9230769230769232,0.8333333333333334,0.8461538461538461,,
upper_brow_forehead,combined,random_scattered_pixels,random_046,,,,,192,0.923076923076923,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_047,,,,,192,0.8601398601398602,0.75,0.7622377622377623,,
upper_brow_forehead,combined,random_scattered_pixels,random_048,,,,,192,0.8671328671328672,0.75,0.7692307692307692,,
upper_brow_forehead,combined,random_scattered_pixels,random_049,,,,,192,0.9370629370629372,0.8333333333333334,0.8321678321678322,,
upper_brow_forehead,combined,random_scattered_pixels,random_050,,,,,192,0.944055944055944,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_051,,,,,192,0.9230769230769232,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_052,,,,,192,0.965034965034965,0.9166666666666666,0.916083916083916,,
upper_brow_forehead,combined,random_scattered_pixels,random_053,,,,,192,0.902097902097902,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,combined,random_scattered_pixels,random_054,,,,,192,0.9650349650349652,0.9583333333333334,0.9615384615384616,,
upper_brow_forehead,combined,random_scattered_pixels,random_055,,,,,192,0.8951048951048951,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_056,,,,,192,0.93006993006993,0.75,0.7552447552447552,,
upper_brow_forehead,combined,random_scattered_pixels,random_057,,,,,192,0.9370629370629372,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_058,,,,,192,0.9650349650349652,0.9583333333333334,0.9615384615384616,,
upper_brow_forehead,combined,random_scattered_pixels,random_059,,,,,192,0.958041958041958,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_060,,,,,192,0.937062937062937,0.875,0.8846153846153846,,
upper_brow_forehead,combined,random_scattered_pixels,random_061,,,,,192,0.8951048951048952,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,combined,random_scattered_pixels,random_062,,,,,192,0.93006993006993,0.875,0.8776223776223776,,
upper_brow_forehead,combined,random_scattered_pixels,random_063,,,,,192,0.8461538461538461,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,combined,random_scattered_pixels,random_064,,,,,192,0.916083916083916,0.8333333333333334,0.8321678321678322,,
upper_brow_forehead,static,named_roi,named,0.0,4.0,8.0,24.0,192,0.7972027972027972,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_001,12.0,4.0,8.0,24.0,192,0.8321678321678322,0.6666666666666666,0.6853146853146853,,
upper_brow_forehead,static,translated_rectangle,translated_002,1.0,6.0,8.0,24.0,192,0.7972027972027972,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_003,4.0,7.0,8.0,24.0,192,0.8391608391608392,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_004,18.0,1.0,8.0,24.0,192,0.8461538461538461,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_005,17.0,1.0,8.0,24.0,192,0.8111888111888111,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_006,13.0,8.0,8.0,24.0,192,0.8531468531468531,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_007,22.0,4.0,8.0,24.0,192,0.7482517482517482,0.625,0.6328671328671329,,
upper_brow_forehead,static,translated_rectangle,translated_008,20.0,1.0,8.0,24.0,192,0.7622377622377622,0.7083333333333334,0.7027972027972028,,
upper_brow_forehead,static,translated_rectangle,translated_009,4.0,0.0,8.0,24.0,192,0.7762237762237761,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_010,5.0,1.0,8.0,24.0,192,0.7622377622377622,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_011,11.0,8.0,8.0,24.0,192,0.8671328671328672,0.6666666666666666,0.6783216783216783,,
upper_brow_forehead,static,translated_rectangle,translated_012,24.0,7.0,8.0,24.0,192,0.8111888111888111,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_013,13.0,4.0,8.0,24.0,192,0.8391608391608392,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_014,7.0,6.0,8.0,24.0,192,0.8321678321678322,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_015,13.0,5.0,8.0,24.0,192,0.8531468531468531,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_016,14.0,7.0,8.0,24.0,192,0.8881118881118881,0.75,0.7622377622377623,,
upper_brow_forehead,static,translated_rectangle,translated_017,21.0,6.0,8.0,24.0,192,0.8601398601398601,0.75,0.7622377622377623,,
upper_brow_forehead,static,translated_rectangle,translated_018,24.0,8.0,8.0,24.0,192,0.8461538461538461,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_019,0.0,1.0,8.0,24.0,192,0.8321678321678322,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_020,23.0,3.0,8.0,24.0,192,0.7972027972027972,0.75,0.7622377622377623,,
upper_brow_forehead,static,translated_rectangle,translated_021,14.0,0.0,8.0,24.0,192,0.7762237762237763,0.7083333333333334,0.7027972027972028,,
upper_brow_forehead,static,translated_rectangle,translated_022,10.0,4.0,8.0,24.0,192,0.8041958041958042,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_023,21.0,4.0,8.0,24.0,192,0.8391608391608392,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_024,0.0,0.0,8.0,24.0,192,0.8181818181818182,0.6666666666666666,0.6713286713286714,,
upper_brow_forehead,static,translated_rectangle,translated_025,7.0,1.0,8.0,24.0,192,0.8321678321678322,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_026,9.0,5.0,8.0,24.0,192,0.7832167832167832,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_027,22.0,6.0,8.0,24.0,192,0.7552447552447552,0.5833333333333334,0.5944055944055944,,
upper_brow_forehead,static,translated_rectangle,translated_028,3.0,5.0,8.0,24.0,192,0.8391608391608392,0.7916666666666666,0.7867132867132867,,
upper_brow_forehead,static,translated_rectangle,translated_029,10.0,7.0,8.0,24.0,192,0.8181818181818181,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_030,8.0,0.0,8.0,24.0,192,0.8391608391608392,0.7916666666666666,0.8006993006993006,,
upper_brow_forehead,static,translated_rectangle,translated_031,19.0,8.0,8.0,24.0,192,0.8601398601398602,0.8333333333333334,0.8321678321678322,,
upper_brow_forehead,static,translated_rectangle,translated_032,13.0,7.0,8.0,24.0,192,0.8391608391608392,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_033,3.0,8.0,8.0,24.0,192,0.7972027972027973,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_034,24.0,5.0,8.0,24.0,192,0.7272727272727273,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_035,7.0,8.0,8.0,24.0,192,0.8041958041958043,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_036,16.0,2.0,8.0,24.0,192,0.8321678321678322,0.6666666666666666,0.6713286713286714,,
upper_brow_forehead,static,translated_rectangle,translated_037,8.0,5.0,8.0,24.0,192,0.8181818181818181,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_038,15.0,8.0,8.0,24.0,192,0.8391608391608392,0.6666666666666666,0.6713286713286714,,
upper_brow_forehead,static,translated_rectangle,translated_039,6.0,0.0,8.0,24.0,192,0.7762237762237763,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_040,19.0,1.0,8.0,24.0,192,0.8811188811188811,0.7083333333333334,0.7027972027972028,,
upper_brow_forehead,static,translated_rectangle,translated_041,6.0,7.0,8.0,24.0,192,0.7902097902097902,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,static,translated_rectangle,translated_042,20.0,3.0,8.0,24.0,192,0.8181818181818182,0.75,0.7482517482517483,,
upper_brow_forehead,static,translated_rectangle,translated_043,8.0,1.0,8.0,24.0,192,0.846153846153846,0.8333333333333334,0.8391608391608392,,
upper_brow_forehead,static,translated_rectangle,translated_044,23.0,7.0,8.0,24.0,192,0.7762237762237763,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_045,16.0,3.0,8.0,24.0,192,0.8531468531468531,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_046,13.0,3.0,8.0,24.0,192,0.8461538461538461,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_047,20.0,0.0,8.0,24.0,192,0.7132867132867133,0.7083333333333334,0.7027972027972028,,
upper_brow_forehead,static,translated_rectangle,translated_048,10.0,3.0,8.0,24.0,192,0.7762237762237763,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_049,9.0,7.0,8.0,24.0,192,0.7832167832167832,0.7083333333333334,0.7167832167832169,,
upper_brow_forehead,static,translated_rectangle,translated_050,16.0,6.0,8.0,24.0,192,0.8601398601398601,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_051,11.0,5.0,8.0,24.0,192,0.8671328671328672,0.7083333333333334,0.7237762237762237,,
upper_brow_forehead,static,translated_rectangle,translated_052,5.0,6.0,8.0,24.0,192,0.8181818181818181,0.7916666666666666,0.7937062937062938,,
upper_brow_forehead,static,translated_rectangle,translated_053,19.0,3.0,8.0,24.0,192,0.8881118881118881,0.875,0.8706293706293706,,
upper_brow_forehead,static,translated_rectangle,translated_054,11.0,0.0,8.0,24.0,192,0.7762237762237763,0.6666666666666666,0.6783216783216783,,
upper_brow_forehead,static,translated_rectangle,translated_055,17.0,6.0,8.0,24.0,192,0.8881118881118881,0.7083333333333334,0.7307692307692308,,
upper_brow_forehead,static,translated_rectangle,translated_056,4.0,3.0,8.0,24.0,192,0.8041958041958043,0.7916666666666666,0.7867132867132867,,
upper_brow_forehead,static,translated_rectangle,translated_057,9.0,3.0,8.0,24.0,192,0.7552447552447552,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_058,5.0,0.0,8.0,24.0,192,0.7832167832167832,0.75,0.7552447552447552,,
upper_brow_forehead,static,translated_rectangle,translated_059,3.0,4.0,8.0,24.0,192,0.8461538461538461,0.7916666666666666,0.7867132867132867,,
upper_brow_forehead,static,translated_rectangle,translated_060,22.0,2.0,8.0,24.0,192,0.8181818181818181,0.6666666666666666,0.6713286713286714,,
upper_brow_forehead,static,translated_rectangle,translated_061,19.0,4.0,8.0,24.0,192,0.888111888111888,0.875,0.8706293706293706,,
upper_brow_forehead,static,translated_rectangle,translated_062,14.0,5.0,8.0,24.0,192,0.8741258741258742,0.75,0.7622377622377623,,
