roi_name,support_id,y0,x0,height,width,n_features,overlap_fraction,auroc_mean_over_model_seeds,auroc_sd_over_model_seeds
upper_brow_forehead,translated_034,24,5,8,24,192,0.0,0.8430007964954201,0.0128412692691269
upper_brow_forehead,translated_035,7,8,8,24,192,0.1041666666666666,0.9272869374751096,0.0021678916430509
upper_brow_forehead,translated_036,16,2,8,24,192,0.0,0.9096226602947034,0.0081896375430467
upper_brow_forehead,translated_037,8,5,8,24,192,0.0,0.9231192751891676,0.0014470897189427
upper_brow_forehead,translated_038,15,8,8,24,192,0.0,0.9082596575069694,0.0044590059442629
upper_brow_forehead,translated_039,6,0,8,24,192,0.2083333333333333,0.9315312624452408,0.001676237633478
upper_brow_forehead,translated_040,19,1,8,24,192,0.0,0.9108144165671048,0.0073312571862311
upper_brow_forehead,translated_041,6,7,8,24,192,0.21875,0.924721226602947,0.0029646746927999
upper_brow_forehead,translated_042,20,3,8,24,192,0.0,0.8933283552369572,0.0069614072792667
upper_brow_forehead,translated_043,8,1,8,24,192,0.0,0.9238351254480288,0.0020674558662869
upper_brow_forehead,translated_044,23,7,8,24,192,0.0,0.870421146953405,0.0023321392787716
upper_brow_forehead,translated_045,16,3,8,24,192,0.0,0.905221027479092,0.0075277640955555
upper_brow_forehead,translated_046,13,3,8,24,192,0.0,0.9264565909996018,0.0056783932790198
upper_brow_forehead,translated_047,20,0,8,24,192,0.0,0.9118548387096772,0.0030651448767059
upper_brow_forehead,translated_048,10,3,8,24,192,0.0,0.917326762246117,0.0033505409659185
upper_brow_forehead,translated_049,9,7,8,24,192,0.0,0.9175826363998408,0.0059026389341715
upper_brow_forehead,translated_050,16,6,8,24,192,0.0,0.9170230983671844,0.0023014342013759
upper_brow_forehead,translated_051,11,5,8,24,192,0.0,0.9197510951812028,0.0007617678200859
upper_brow_forehead,translated_052,5,6,8,24,192,0.34375,0.919920350457985,0.0016741340332687
upper_brow_forehead,translated_053,19,3,8,24,192,0.0,0.9040183193946636,0.0037741313492472
upper_brow_forehead,translated_054,11,0,8,24,192,0.0,0.9237883313420948,0.0038857543307004
upper_brow_forehead,translated_055,17,6,8,24,192,0.0,0.919194544006372,0.0040391510769086
upper_brow_forehead,translated_056,4,3,8,24,192,0.4791666666666667,0.9138819195539628,0.0015249842294627
upper_brow_forehead,translated_057,9,3,8,24,192,0.0,0.9244514137793708,0.0024967529099399
upper_brow_forehead,translated_058,5,0,8,24,192,0.3125,0.9263072481083232,0.003429438739137
upper_brow_forehead,translated_059,3,4,8,24,192,0.625,0.9259557945041816,0.0017445832323826
upper_brow_forehead,translated_060,22,2,8,24,192,0.0,0.8842502986857825,0.0103567851192301
upper_brow_forehead,translated_061,19,4,8,24,192,0.0,0.904616686579052,0.0044898884898976
upper_brow_forehead,translated_062,14,5,8,24,192,0.0,0.903574273197929,0.0073400500143455
upper_brow_forehead,translated_063,20,2,8,24,192,0.0,0.9091367980884112,0.0096470111851647
upper_brow_forehead,translated_064,19,0,8,24,192,0.0,0.9207178414974114,0.0041116832847379
left_periocular,translated_001,20,0,7,14,98,0.0,0.882110712863401,0.0030519626931649
left_periocular,translated_002,7,5,7,14,98,0.5510204081632653,0.8798247710075667,0.0027002620952102
left_periocular,translated_003,11,15,7,14,98,0.0,0.8652309836718439,0.0063211765851842
left_periocular,translated_004,11,11,7,14,98,0.1224489795918367,0.8412923138191956,0.0030579448862201
left_periocular,translated_005,10,14,7,14,98,0.0,0.8814675428116289,0.0037958078552612
left_periocular,translated_006,8,3,7,14,98,0.7857142857142857,0.8894305057745919,0.0099932881717328
left_periocular,translated_007,20,13,7,14,98,0.0,0.8537763839107925,0.0052166584251849
left_periocular,translated_008,17,3,7,14,98,0.0,0.8611469534050181,0.0074453906540419
left_periocular,translated_009,4,9,7,14,98,0.1530612244897959,0.8581013540422143,0.0030235269016594
left_periocular,translated_010,13,3,7,14,98,0.2244897959183673,0.8864058144165671,0.0034447903210315
left_periocular,translated_011,15,6,7,14,98,0.0,0.8752389486260453,0.0067847072153497
left_periocular,translated_012,15,2,7,14,98,0.0,0.871157905217045,0.0073766011944937
left_periocular,translated_013,5,7,7,14,98,0.2857142857142857,0.8596973317403425,0.0012773465492684
left_periocular,translated_014,4,14,7,14,98,0.0,0.8919344882516925,0.0018555584300345
left_periocular,translated_015,12,4,7,14,98,0.3061224489795918,0.8724771007566706,0.0057327181205617
left_periocular,translated_016,21,8,7,14,98,0.0,0.8360892074870568,0.0051945994641342
left_periocular,translated_017,2,16,7,14,98,0.0,0.892700119474313,0.0015407004815588
left_periocular,translated_018,21,15,7,14,98,0.0,0.8137654320987654,0.0226799107393535
left_periocular,translated_019,20,5,7,14,98,0.0,0.8834030266825965,0.0031524219703628
left_periocular,translated_020,9,4,7,14,98,0.6122448979591837,0.8802399442453206,0.004604259826302
left_periocular,translated_021,13,14,7,14,98,0.0,0.8788341298287534,0.0019951882373532
left_periocular,translated_022,7,10,7,14,98,0.2448979591836734,0.8819862604540023,0.0030683782701653
left_periocular,translated_023,10,16,7,14,98,0.0,0.8557029072082836,0.0027974763272687
left_periocular,translated_024,24,6,7,14,98,0.0,0.799200517722023,0.0146406710843554
left_periocular,translated_025,19,5,7,14,98,0.0,0.8791338112305854,0.0104882507776838
left_periocular,translated_026,0,4,7,14,98,0.0,0.8675248904818798,0.0073768920513565
left_periocular,translated_027,0,11,7,14,98,0.0,0.8562176423735562,0.0103887201858412
left_periocular,translated_028,1,9,7,14,98,0.0,0.8483641975308641,0.0173247994726078
left_periocular,translated_029,19,2,7,14,98,0.0,0.8681581043409,0.0028235276415673
left_periocular,translated_030,8,11,7,14,98,0.2142857142857142,0.8801583034647553,0.0025449781464307
left_periocular,translated_031,1,12,7,14,98,0.0,0.8686419753086421,0.0013627285830397
left_periocular,translated_032,17,18,7,14,98,0.0,0.855726802070888,0.0017061059837633
left_periocular,translated_033,20,12,7,14,98,0.0,0.854336917562724,0.0072094166678167
left_periocular,translated_034,8,8,7,14,98,0.4285714285714285,0.8631700517722024,0.0025688806395752
left_periocular,translated_035,10,6,7,14,98,0.4081632653061224,0.8507646356033453,0.0054648259611988
left_periocular,translated_036,18,17,7,14,98,0.0,0.8403494623655914,0.0194393489130817
left_periocular,translated_037,24,16,7,14,98,0.0,0.7803335324571884,0.0106819884390443
left_periocular,translated_038,5,2,7,14,98,0.4897959183673469,0.8950677021107128,0.0041379617569496
left_periocular,translated_039,4,0,7,14,98,0.4285714285714285,0.908152130625249,0.0030221693054761
left_periocular,translated_040,6,1,7,14,98,0.6632653061224489,0.8982417363600158,0.0036732101795457
left_periocular,translated_041,14,5,7,14,98,0.0918367346938775,0.8853643966547193,0.0103693496096466
left_periocular,translated_042,13,16,7,14,98,0.0,0.8706929510155316,0.0115809733936093
left_periocular,translated_043,15,0,7,14,98,0.0,0.8771306252489048,0.0087136642761782
left_periocular,translated_044,19,13,7,14,98,0.0,0.8589137793707686,0.0028878642033983
left_periocular,translated_045,15,9,7,14,98,0.0,0.8511220629231381,0.0121729478932096
left_periocular,translated_046,21,12,7,14,98,0.0,0.8330177220230984,0.0143526379655004
left_periocular,translated_047,0,13,7,14,98,0.0,0.8759727200318599,0.0108570159229031
left_periocular,translated_048,16,14,7,14,98,0.0,0.8623367184388689,0.0071807232383426
left_periocular,translated_049,22,6,7,14,98,0.0,0.8319494225408204,0.0085087345710509
left_periocular,translated_050,3,15,7,14,98,0.0,0.8936698526483472,0.0060161547555806
left_periocular,translated_051,7,17,7,14,98,0.0,0.8927489048187973,0.0074756285932855
left_periocular,translated_052,5,0,7,14,98,0.5714285714285714,0.9063241736360016,0.0035301580693529
left_periocular,translated_053,5,10,7,14,98,0.1632653061224489,0.8685095579450418,0.0078586738265795
left_periocular,translated_054,14,0,7,14,98,0.1428571428571428,0.8924601752289923,0.0044862140533966
left_periocular,translated_055,17,4,7,14,98,0.0,0.8794135802469136,0.0046457127405299
left_periocular,translated_056,3,1,7,14,98,0.2653061224489796,0.900000995619275,0.0019958610722426
left_periocular,translated_057,3,16,7,14,98,0.0,0.8899014336917563,0.0109445595261459
left_periocular,translated_058,19,17,7,14,98,0.0,0.846774193548387,0.008631541102051
left_periocular,translated_059,18,13,7,14,98,0.0,0.8636409796893668,0.0087197696305095
left_periocular,translated_060,25,10,7,14,98,0.0,0.7204101951413779,0.0288267642412343
left_periocular,translated_061,2,13,7,14,98,0.010204081632653,0.8682905217045002,0.0023479900686374
left_periocular,translated_062,19,6,7,14,98,0.0,0.8765591397849463,0.0144674677028564
left_periocular,translated_063,1,1,7,14,98,0.0,0.912389486260454,0.0053714434056374
left_periocular,translated_064,10,4,7,14,98,0.5102040816326531,0.8781810035842295,0.0076702828814229
right_periocular,translated_001,4,0,7,14,98,0.0,0.908152130625249,0.0030221693054761
right_periocular,translated_002,11,15,7,14,98,0.4489795918367347,0.8652309836718439,0.0063211765851842
right_periocular,translated_003,8,13,7,14,98,0.6428571428571429,0.8873755475906013,0.004100961595632
right_periocular,translated_004,19,9,7,14,98,0.0,0.8668309438470728,0.0061436173202973
right_periocular,translated_005,21,3,7,14,98,0.0,0.8550756670649143,0.0083210612294691
right_periocular,translated_006,0,3,7,14,98,0.0,0.88176324173636,0.005702674550535
right_periocular,translated_007,10,9,7,14,98,0.2551020408163265,0.8508343289526086,0.0060321073394021
right_periocular,translated_008,6,4,7,14,98,0.0,0.8881192751891677,0.0042155414842528
right_periocular,translated_009,4,4,7,14,98,0.0,0.8740452011150935,0.0054542651917476
right_periocular,translated_010,10,3,7,14,98,0.0,0.8876115093588212,0.0019925550705616
right_periocular,translated_011,21,5,7,14,98,0.0,0.8620181202708084,0.0051217987364159
right_periocular,translated_012,18,2,7,14,98,0.0,0.8705884109916369,0.0036785139849706
right_periocular,translated_013,7,9,7,14,98,0.3061224489795918,0.8768598168060534,0.0039773927121917
right_periocular,translated_014,11,13,7,14,98,0.3673469387755102,0.8654022301871764,0.0062443335233267
right_periocular,translated_015,15,15,7,14,98,0.0,0.8647491039426524,0.0142392660168773
right_periocular,translated_016,16,18,7,14,98,0.0,0.8424900438072482,0.0103673440720634
right_periocular,translated_017,23,6,7,14,98,0.0,0.8111917562724015,0.0074534779354849
right_periocular,translated_018,20,10,7,14,98,0.0,0.8583821186778176,0.002856123871349
right_periocular,translated_019,8,0,7,14,98,0.0,0.901005575467941,0.0045331029958008
right_periocular,translated_020,1,17,7,14,98,0.0,0.9031421744324972,0.0047854580022461
right_periocular,translated_021,8,8,7,14,98,0.2857142857142857,0.8631700517722024,0.0025688806395752
right_periocular,translated_022,7,0,7,14,98,0.0,0.908779370768618,0.0054919481896844
right_periocular,translated_023,0,14,7,14,98,0.0,0.8841367980884111,0.0095811117836075
right_periocular,translated_024,24,17,7,14,98,0.0,0.7847411389884509,0.014499957907717
right_periocular,translated_025,23,1,7,14,98,0.0,0.8651224611708482,0.0069285651108551
right_periocular,translated_026,17,10,7,14,98,0.0,0.8707915173237755,0.0052235942130914
right_periocular,translated_027,15,18,7,14,98,0.0,0.841894663480685,0.0113804301644037
right_periocular,translated_028,0,10,7,14,98,0.0,0.8594275189167662,0.0038910886465132
right_periocular,translated_029,10,1,7,14,98,0.0,0.8827080844285146,0.0079970240599909
right_periocular,translated_030,9,9,7,14,98,0.3061224489795918,0.8584717244125847,0.0018992431310203
right_periocular,translated_031,25,7,7,14,98,0.0,0.7472311827956988,0.0111516131937867
right_periocular,translated_032,3,1,7,14,98,0.0,0.900000995619275,0.0019958610722426
right_periocular,translated_033,11,0,7,14,98,0.0,0.8936678614097969,0.006421167071385
right_periocular,translated_034,20,11,7,14,98,0.0,0.8598187972919155,0.0027850224339203
right_periocular,translated_035,21,7,7,14,98,0.0,0.8396495420151334,0.0038493289805802
right_periocular,translated_036,17,2,7,14,98,0.0,0.8698755475906014,0.0105274791654392
right_periocular,translated_037,9,3,7,14,98,0.0,0.8871823974512147,0.0046283425325096
right_periocular,translated_038,21,18,7,14,98,0.0,0.8271067303863003,0.0086559538306583
right_periocular,translated_039,4,8,7,14,98,0.1224489795918367,0.8526543209876544,0.0059568956252168
right_periocular,translated_040,15,14,7,14,98,0.0,0.867906212664277,0.0061807983660523
right_periocular,translated_041,15,16,7,14,98,0.0,0.8642901234567901,0.0052491001808938
right_periocular,translated_042,7,11,7,14,98,0.4285714285714285,0.8851553166069296,0.009693220668383
right_periocular,translated_043,25,2,7,14,98,0.0,0.8252120669056152,0.004501244292589
right_periocular,translated_044,7,17,7,14,98,0.7959183673469388,0.8927489048187973,0.0074756285932855
right_periocular,translated_045,23,3,7,14,98,0.0,0.8365700915969733,0.0043676199435935
right_periocular,translated_046,19,18,7,14,98,0.0,0.8462813620071685,0.0052297424114335
right_periocular,translated_047,0,6,7,14,98,0.0,0.8579739147749902,0.0147554242063277
right_periocular,translated_048,4,18,7,14,98,0.4285714285714285,0.8800746714456391,0.0024919113361379
right_periocular,translated_049,23,17,7,14,98,0.0,0.7888291517323777,0.002609134431068
right_periocular,translated_050,5,14,7,14,98,0.4081632653061224,0.8889426523297491,0.0053807984667005
right_periocular,translated_051,21,4,7,14,98,0.0,0.8573606133014735,0.00144471424113
right_periocular,translated_052,11,18,7,14,98,0.5714285714285714,0.8398715651135006,0.0119211782198803
right_periocular,translated_053,20,1,7,14,98,0.0,0.8830774591796097,0.0050394074865867
right_periocular,translated_054,7,6,7,14,98,0.1224489795918367,0.8843150139386698,0.0055509242631673
right_periocular,translated_055,20,9,7,14,98,0.0,0.8530635205097571,0.0048593930966313
right_periocular,translated_056,16,15,7,14,98,0.0,0.8653335324571882,0.0044890697793982
right_periocular,translated_057,0,18,7,14,98,0.0,0.8983980485862206,0.0039321870779422
right_periocular,translated_058,9,12,7,14,98,0.4897959183673469,0.8753185981680606,0.0128312653114009
right_periocular,translated_059,16,2,7,14,98,0.0,0.8836360015929908,0.006303178979826
right_periocular,translated_060,18,16,7,14,98,0.0,0.8512146555157307,0.0093925966786123
right_periocular,translated_061,13,9,7,14,98,0.1020408163265306,0.8528863002787735,0.0090665031604932
right_periocular,translated_062,3,10,7,14,98,0.1224489795918367,0.8608940661091199,0.0058433706136149
right_periocular,translated_063,16,13,7,14,98,0.0,0.8616278375149342,0.003151568141369
right_periocular,translated_064,24,11,7,14,98,0.0,0.7557198327359617,0.0087223367575771
nasal_midface,translated_001,16,5,14,4,56,0.0,0.8713032656312225,0.0103853224128322
nasal_midface,translated_002,15,19,14,4,56,0.0,0.8153614097968936,0.003525672857764
nasal_midface,translated_003,9,24,14,4,56,0.0,0.8574870569494225,0.0031946204998972
nasal_midface,translated_004,0,4,14,4,56,0.0,0.8866577060931901,0.009499094508636
nasal_midface,translated_005,14,24,14,4,56,0.0,0.8118956590999602,0.006554309751803
nasal_midface,translated_006,4,23,14,4,56,0.0,0.849415571485464,0.0059374168472404
nasal_midface,translated_007,17,3,14,4,56,0.0,0.825967741935484,0.0090435958721892
nasal_midface,translated_008,0,5,14,4,56,0.0,0.8702548785344485,0.0081813881553997
nasal_midface,translated_009,8,5,14,4,56,0.0,0.8884179609717244,0.0008808817143772
nasal_midface,translated_010,9,2,14,4,56,0.0,0.8312514934289128,0.0071462325932402
nasal_midface,translated_011,11,1,14,4,56,0.0,0.8236579052170451,0.005703423853578
nasal_midface,translated_012,18,20,14,4,56,0.0,0.815394265232975,0.0093472230322992
nasal_midface,translated_013,17,16,14,4,56,0.1785714285714285,0.8308771405814417,0.0078491965974234
nasal_midface,translated_014,5,28,14,4,56,0.0,0.8235971724412584,0.0047004282605243
nasal_midface,translated_015,12,5,14,4,56,0.0,0.8822700119474313,0.0041982632275334
nasal_midface,translated_016,5,5,14,4,56,0.0,0.8761837913182,0.0019249188333583
nasal_midface,translated_017,16,25,14,4,56,0.0,0.791668657905217,0.0197369965757958
nasal_midface,translated_018,3,2,14,4,56,0.0,0.8736041417761848,0.007592429461246
nasal_midface,translated_019,12,27,14,4,56,0.0,0.7682088809239347,0.0147060244492851
nasal_midface,translated_020,13,24,14,4,56,0.0,0.8094544006371964,0.0017197411600661
nasal_midface,translated_021,4,12,14,4,56,0.3571428571428571,0.8550836320191159,0.0122005142836416
nasal_midface,translated_022,13,17,14,4,56,0.1607142857142857,0.8327887295898049,0.0068842649682414
nasal_midface,translated_023,10,0,14,4,56,0.0,0.8410772600557547,0.0063331122967381
nasal_midface,translated_024,8,0,14,4,56,0.0,0.8440422142572679,0.0036431760866478
nasal_midface,translated_025,11,7,14,4,56,0.0,0.8779788928713659,0.0068452436818659
nasal_midface,translated_026,7,17,14,4,56,0.2321428571428571,0.8308432895260852,0.000639329457933
nasal_midface,translated_027,8,11,14,4,56,0.25,0.8535902031063322,0.0118168827059358
nasal_midface,translated_028,7,23,14,4,56,0.0,0.865416168857029,0.0036384959196326
nasal_midface,translated_029,9,14,14,4,56,0.9285714285714286,0.8008801274392671,0.0072644670477376
nasal_midface,translated_030,3,12,14,4,56,0.3214285714285714,0.8552638391079253,0.0029024303287815
nasal_midface,translated_031,5,4,14,4,56,0.0,0.8779340900039824,0.0087774814517078
nasal_midface,translated_032,15,16,14,4,56,0.25,0.8279928315412186,0.0043534444146254
nasal_midface,translated_033,5,17,14,4,56,0.1964285714285714,0.8216875746714457,0.0023682769141528
nasal_midface,translated_034,1,12,14,4,56,0.25,0.8472720031859818,0.0039737652372155
nasal_midface,translated_035,5,2,14,4,56,0.0,0.8657168458781362,0.0020165427249359
nasal_midface,translated_036,13,5,14,4,56,0.0,0.8793916766228594,0.0039892752361822
nasal_midface,translated_037,1,26,14,4,56,0.0,0.8606063321385902,0.0017243562495913
nasal_midface,translated_038,10,2,14,4,56,0.0,0.8247660294703305,0.0047314188094068
nasal_midface,translated_039,15,20,14,4,56,0.0,0.8159687375547592,0.00333665754375
nasal_midface,translated_040,17,4,14,4,56,0.0,0.8667084826762247,0.0049625265274619
nasal_midface,translated_041,0,11,14,4,56,0.1071428571428571,0.8574283154121863,0.0057480594717079
nasal_midface,translated_042,1,3,14,4,56,0.0,0.8844882516925527,0.0095919056415366
nasal_midface,translated_043,3,13,14,4,56,0.4821428571428571,0.8276363998407009,0.007994807653285
nasal_midface,translated_044,3,25,14,4,56,0.0,0.8432268020708881,0.0022170178981608
nasal_midface,translated_045,17,11,14,4,56,0.0892857142857142,0.8600338510553565,0.0010160644700624
nasal_midface,translated_046,1,10,14,4,56,0.0,0.861668657905217,0.006311580668058
nasal_midface,translated_047,15,7,14,4,56,0.0,0.8296654719235365,0.0065905334339157
nasal_midface,translated_048,2,1,14,4,56,0.0,0.8861867781760256,0.0025408705218716
nasal_midface,translated_049,3,19,14,4,56,0.0,0.834357825567503,0.0236881400985092
nasal_midface,translated_050,5,24,14,4,56,0.0,0.8443409000398248,0.0069510736035049
nasal_midface,translated_051,16,3,14,4,56,0.0,0.8298068498606134,0.0082632323698849
nasal_midface,translated_052,2,2,14,4,56,0.0,0.887967941059339,0.0023659804367756
nasal_midface,translated_053,4,27,14,4,56,0.0,0.8263729589804859,0.0083506825849697
nasal_midface,translated_054,1,9,14,4,56,0.0,0.8562823576264437,0.0042646057862637
nasal_midface,translated_055,5,1,14,4,56,0.0,0.8570290720828355,0.0118286374352223
nasal_midface,translated_056,6,8,14,4,56,0.0,0.8480575467941059,0.0046397943422476
nasal_midface,translated_057,17,26,14,4,56,0.0,0.7426015531660694,0.0080506169218553
nasal_midface,translated_058,4,13,14,4,56,0.5357142857142857,0.8209050179211469,0.0089711064139336
nasal_midface,translated_059,1,16,14,4,56,0.25,0.8331113102349662,0.0106650610818671
nasal_midface,translated_060,4,10,14,4,56,0.0,0.8408432895260852,0.0056191689934789
nasal_midface,translated_061,2,0,14,4,56,0.0,0.8856561131023497,0.002690610757154
nasal_midface,translated_062,1,25,14,4,56,0.0,0.8687335722819594,0.0053937748433835
nasal_midface,translated_063,7,26,14,4,56,0.0,0.8158343289526084,0.0069485550284182
nasal_midface,translated_064,10,5,14,4,56,0.0,0.8860015929908404,0.0009928970151047
left_cheek_zygomatic,translated_001,20,16,9,14,126,0.0,0.8623974512146555,0.0074118444127663
left_cheek_zygomatic,translated_002,23,5,9,14,126,0.0714285714285714,0.8421515332536837,0.007243190169192
left_cheek_zygomatic,translated_003,7,16,9,14,126,0.0,0.9072033054559936,0.0004119301808553
left_cheek_zygomatic,translated_004,17,12,9,14,126,0.1111111111111111,0.9022281959378734,0.004475005848295
left_cheek_zygomatic,translated_005,0,16,9,14,126,0.0,0.9017463162086816,0.0026169210137437
left_cheek_zygomatic,translated_006,6,5,9,14,126,0.0,0.8891905615292712,0.0055138552329391
left_cheek_zygomatic,translated_007,0,17,9,14,126,0.0,0.904731182795699,0.0018538668845877
left_cheek_zygomatic,translated_008,19,1,9,14,126,0.5158730158730159,0.9066875746714456,0.0077461311587719
left_cheek_zygomatic,translated_009,12,14,9,14,126,0.0,0.8994802867383512,0.0040544006839427
left_cheek_zygomatic,translated_010,9,18,9,14,126,0.0,0.8890511748307447,0.0153534737666928
left_cheek_zygomatic,translated_011,7,12,9,14,126,0.0158730158730158,0.8894603743528475,0.0113212173357925
left_cheek_zygomatic,translated_012,12,18,9,14,126,0.0,0.872869374751095,0.0032737029134621
left_cheek_zygomatic,translated_013,11,7,9,14,126,0.2777777777777778,0.8697232178414973,0.0051097921410263
left_cheek_zygomatic,translated_014,4,2,9,14,126,0.0,0.9022461170848266,0.0045221471362653
left_cheek_zygomatic,translated_015,14,0,9,14,126,0.8888888888888888,0.9067751891676622,0.0040394139050329
left_cheek_zygomatic,translated_016,16,4,9,14,126,0.6349206349206349,0.8976891676622859,0.0065920800308234
left_cheek_zygomatic,translated_017,22,1,9,14,126,0.2063492063492063,0.8785563520509757,0.0006690983765194
left_cheek_zygomatic,translated_018,21,17,9,14,126,0.0,0.843957586618877,0.012162674310142
left_cheek_zygomatic,translated_019,10,12,9,14,126,0.0634920634920634,0.8808801274392674,0.0050676629899617
left_cheek_zygomatic,translated_020,7,8,9,14,126,0.0476190476190476,0.8677927120669056,0.0062692281612914
left_cheek_zygomatic,translated_021,20,13,9,14,126,0.0317460317460317,0.8618986459577856,0.0109679641309445
left_cheek_zygomatic,translated_022,8,3,9,14,126,0.1746031746031746,0.8932546794105933,0.0045108884547909
left_cheek_zygomatic,translated_023,9,12,9,14,126,0.0476190476190476,0.8843817204301075,0.0029903683074193
left_cheek_zygomatic,translated_024,1,12,9,14,126,0.0,0.8911997212266028,0.0008772281599228
left_cheek_zygomatic,translated_025,15,13,9,14,126,0.0714285714285714,0.8852409398645958,0.0149156485618222
left_cheek_zygomatic,translated_026,19,5,9,14,126,0.3571428571428571,0.8912126642771804,0.0048055897050082
left_cheek_zygomatic,translated_027,11,6,9,14,126,0.3174603174603174,0.875883114297093,0.0044528193602942
left_cheek_zygomatic,translated_028,8,13,9,14,126,0.0158730158730158,0.9009219434488251,0.0029651335613472
left_cheek_zygomatic,translated_029,14,14,9,14,126,0.0,0.8847142572680208,0.0250092265699504
left_cheek_zygomatic,translated_030,18,13,9,14,126,0.0476190476190476,0.8807596575069693,0.0050886506335871
left_cheek_zygomatic,translated_031,12,3,9,14,126,0.5238095238095238,0.898199920350458,0.0109043639724726
left_cheek_zygomatic,translated_032,7,14,9,14,126,0.0,0.9115282755874152,0.0079649940884107
left_cheek_zygomatic,translated_033,16,18,9,14,126,0.0,0.8729380724810832,0.0037019320411599
left_cheek_zygomatic,translated_034,5,8,9,14,126,0.0,0.8699014336917563,0.0032934844843834
left_cheek_zygomatic,translated_035,11,16,9,14,126,0.0,0.8751662684189565,0.0047236052440714
left_cheek_zygomatic,translated_036,2,17,9,14,126,0.0,0.917126642771804,0.0081258278219809
left_cheek_zygomatic,translated_037,3,1,9,14,126,0.0,0.9124751095181202,0.0034890364884892
left_cheek_zygomatic,translated_038,13,15,9,14,126,0.0,0.8911658701712465,0.0047916985699754
left_cheek_zygomatic,translated_039,12,6,9,14,126,0.3809523809523809,0.8881272401433692,0.0029289289881566
left_cheek_zygomatic,translated_040,10,13,9,14,126,0.0317460317460317,0.8894354838709676,0.0060602241207933
left_cheek_zygomatic,translated_041,19,0,9,14,126,0.5555555555555556,0.9017035045798486,0.0030979379698078
left_cheek_zygomatic,translated_042,20,2,9,14,126,0.3809523809523809,0.8949044205495819,0.0063449662678762
left_cheek_zygomatic,translated_043,2,0,9,14,126,0.0,0.9182447232178416,0.0026312849985104
left_cheek_zygomatic,translated_044,18,14,9,14,126,0.0,0.8600567502986857,0.0130691424129479
left_cheek_zygomatic,translated_045,4,18,9,14,126,0.0,0.9003753484667462,0.0045406097659036
